rank,primary_class,count
1,Q85 - 85 - Education,6
2,O78 - 78 - Employment activities,2
3,C23 - 23 - Manufacture of other non-metallic mineral products,1
4,C15 - 15 - Manufacture of leather and related products,1
5,O80 - 80 - Investigation and security activities,1
6,C31 - 31 - Manufacture of furniture,1
7,"L64 - 64 - Financial service activities, except insurance and pension funding",1
