rank,primary_class,count
1,N72 - 72 - Scientific research and development,1
2,C15 - 15 - Manufacture of leather and related products,1
3,C14 - 14 - Manufacture of wearing apparel,1
4,"K62 - 62 - Computer programming, consultancy and related activities",1
